State  Code	District Code	Sub District Code	India/ State/ Union Territory/ District/ Sub-district	Name	"Total/Rural/Urban"	Number of villages Inhabited	Uninhabited	Number of towns	Number of households	Population Persons	Males	Females	"Area(In sq. km)"	Population per sq. km.
28	553	05304	SUB-DISTRICT	D.Hirehal	Total	17	1	0	9,583	46,613	23,598	23,015	337.32	138
28	553	05304	SUB-DISTRICT	D.Hirehal	Rural	17	1	0	9,583	46,613	23,598	23,015	337.32	138
28	553	05304	SUB-DISTRICT	D.Hirehal	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05305	SUB-DISTRICT	Rayadurg	Total	14	0	1	20,939	1,02,691	51,887	50,804	342.21	300
28	553	05305	SUB-DISTRICT	Rayadurg	Rural	14	0	0	8,661	40,942	20,976	19,966	292.48	140
28	553	05305	SUB-DISTRICT	Rayadurg	Urban	0	0	1	12,278	61,749	30,911	30,838	49.73	1,242
28	553	05306	SUB-DISTRICT	Kanekal	Total	17	0	0	13,923	64,979	32,908	32,071	400.81	162
28	553	05306	SUB-DISTRICT	Kanekal	Rural	17	0	0	13,923	64,979	32,908	32,071	400.81	162
28	553	05306	SUB-DISTRICT	Kanekal	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05307	SUB-DISTRICT	Bommanahal	Total	16	0	0	11,959	55,989	28,121	27,868	302.53	185
28	553	05307	SUB-DISTRICT	Bommanahal	Rural	16	0	0	11,959	55,989	28,121	27,868	302.53	185
28	553	05307	SUB-DISTRICT	Bommanahal	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05308	SUB-DISTRICT	Vidapanakal	Total	14	0	0	11,562	53,476	27,308	26,168	376.05	142
28	553	05308	SUB-DISTRICT	Vidapanakal	Rural	14	0	0	11,562	53,476	27,308	26,168	376.05	142
28	553	05308	SUB-DISTRICT	Vidapanakal	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05309	SUB-DISTRICT	Guntakal	Total	18	0	1	39,077	1,71,655	86,048	85,607	401.99	427
28	553	05309	SUB-DISTRICT	Guntakal	Rural	18	0	0	10,296	45,385	23,197	22,188	361.12	126
28	553	05309	SUB-DISTRICT	Guntakal	Urban	0	0	1	28,781	1,26,270	62,851	63,419	40.87	3,090
28	553	05310	SUB-DISTRICT	Gooty	Total	22	0	1	20,770	88,887	44,362	44,525	309.39	287
28	553	05310	SUB-DISTRICT	Gooty	Rural	22	0	0	9,351	40,229	20,419	19,810	287.22	140
28	553	05310	SUB-DISTRICT	Gooty	Urban	0	0	1	11,419	48,658	23,943	24,715	22.17	2,195
28	553	05311	SUB-DISTRICT	Peddavadugur	Total	24	0	0	11,129	45,771	23,311	22,460	294.39	155
28	553	05311	SUB-DISTRICT	Peddavadugur	Rural	24	0	0	11,129	45,771	23,311	22,460	294.39	155
28	553	05311	SUB-DISTRICT	Peddavadugur	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05312	SUB-DISTRICT	Yadiki	Total	14	0	0	13,941	56,122	28,411	27,711	341.27	164
28	553	05312	SUB-DISTRICT	Yadiki	Rural	14	0	0	13,941	56,122	28,411	27,711	341.27	164
28	553	05312	SUB-DISTRICT	Yadiki	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05313	SUB-DISTRICT	Tadpatri	Total	27	0	1	39,970	1,65,872	83,197	82,675	361.04	459
28	553	05313	SUB-DISTRICT	Tadpatri	Rural	27	0	0	14,455	57,701	29,182	28,519	353.59	163
28	553	05313	SUB-DISTRICT	Tadpatri	Urban	0	0	1	25,515	1,08,171	54,015	54,156	7.45	14,520
28	553	05314	SUB-DISTRICT	Peddapappur	Total	17	0	0	8,604	34,629	17,600	17,029	227.71	152
28	553	05314	SUB-DISTRICT	Peddapappur	Rural	17	0	0	8,604	34,629	17,600	17,029	227.71	152
28	553	05314	SUB-DISTRICT	Peddapappur	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05315	SUB-DISTRICT	Pamidi	Total	22	0	0	13,117	55,303	28,035	27,268	291.03	190
28	553	05315	SUB-DISTRICT	Pamidi	Rural	22	0	0	13,117	55,303	28,035	27,268	291.03	190
28	553	05315	SUB-DISTRICT	Pamidi	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05316	SUB-DISTRICT	Vajrakarur	Total	16	0	0	11,186	50,007	25,314	24,693	400.15	125
28	553	05316	SUB-DISTRICT	Vajrakarur	Rural	16	0	0	11,186	50,007	25,314	24,693	400.15	125
28	553	05316	SUB-DISTRICT	Vajrakarur	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05317	SUB-DISTRICT	Uravakonda	Total	21	0	1	18,321	80,201	40,235	39,966	393.32	204
28	553	05317	SUB-DISTRICT	Uravakonda	Rural	21	0	0	10,371	44,636	22,447	22,189	363.04	123
28	553	05317	SUB-DISTRICT	Uravakonda	Urban	0	0	1	7,950	35,565	17,788	17,777	30.28	1,175
28	553	05318	SUB-DISTRICT	Beluguppa	Total	14	0	0	10,056	43,735	22,159	21,576	328.75	133
28	553	05318	SUB-DISTRICT	Beluguppa	Rural	14	0	0	10,056	43,735	22,159	21,576	328.75	133
28	553	05318	SUB-DISTRICT	Beluguppa	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05319	SUB-DISTRICT	Gummagatta	Total	11	0	0	10,147	49,207	24,958	24,249	223.56	220
28	553	05319	SUB-DISTRICT	Gummagatta	Rural	11	0	0	10,147	49,207	24,958	24,249	223.56	220
28	553	05319	SUB-DISTRICT	Gummagatta	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05320	SUB-DISTRICT	Brahmasamudram	Total	13	0	0	9,363	43,162	21,520	21,642	294.70	146
28	553	05320	SUB-DISTRICT	Brahmasamudram	Rural	13	0	0	9,363	43,162	21,520	21,642	294.70	146
28	553	05320	SUB-DISTRICT	Brahmasamudram	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05321	SUB-DISTRICT	Kalyandurg	Total	15	0	1	20,621	89,879	45,307	44,572	491.41	183
28	553	05321	SUB-DISTRICT	Kalyandurg	Rural	15	0	0	13,401	57,551	29,271	28,280	479.76	120
28	553	05321	SUB-DISTRICT	Kalyandurg	Urban	0	0	1	7,220	32,328	16,036	16,292	11.65	2,775
28	553	05322	SUB-DISTRICT	Atmakur	Total	8	0	0	9,796	38,970	20,037	18,933	310.68	125
28	553	05322	SUB-DISTRICT	Atmakur	Rural	8	0	0	9,796	38,970	20,037	18,933	310.68	125
28	553	05322	SUB-DISTRICT	Atmakur	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05323	SUB-DISTRICT	Kudair	Total	13	0	0	9,272	38,312	19,470	18,842	391.76	98
28	553	05323	SUB-DISTRICT	Kudair	Rural	13	0	0	9,272	38,312	19,470	18,842	391.76	98
28	553	05323	SUB-DISTRICT	Kudair	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05324	SUB-DISTRICT	Garladinne	Total	18	0	0	13,192	53,780	27,299	26,481	294.14	183
28	553	05324	SUB-DISTRICT	Garladinne	Rural	18	0	0	13,192	53,780	27,299	26,481	294.14	183
28	553	05324	SUB-DISTRICT	Garladinne	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05325	SUB-DISTRICT	Singanamala	Total	19	3	0	10,710	43,643	22,032	21,611	319.51	137
28	553	05325	SUB-DISTRICT	Singanamala	Rural	19	3	0	10,710	43,643	22,032	21,611	319.51	137
28	553	05325	SUB-DISTRICT	Singanamala	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05326	SUB-DISTRICT	Putlur	Total	17	0	0	9,014	36,902	18,699	18,203	342.16	108
28	553	05326	SUB-DISTRICT	Putlur	Rural	17	0	0	9,014	36,902	18,699	18,203	342.16	108
28	553	05326	SUB-DISTRICT	Putlur	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05327	SUB-DISTRICT	Yellanur	Total	19	0	0	9,162	35,732	18,203	17,529	303.80	118
28	553	05327	SUB-DISTRICT	Yellanur	Rural	19	0	0	9,162	35,732	18,203	17,529	303.80	118
28	553	05327	SUB-DISTRICT	Yellanur	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05328	SUB-DISTRICT	Narpala	Total	12	0	0	14,255	54,973	28,026	26,947	272.31	202
28	553	05328	SUB-DISTRICT	Narpala	Rural	12	0	0	14,255	54,973	28,026	26,947	272.31	202
28	553	05328	SUB-DISTRICT	Narpala	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05329	SUB-DISTRICT	Bukkaraya Samudram	Total	14	0	0	16,091	67,384	34,582	32,802	265.59	254
28	553	05329	SUB-DISTRICT	Bukkaraya Samudram	Rural	14	0	0	16,091	67,384	34,582	32,802	265.59	254
28	553	05329	SUB-DISTRICT	Bukkaraya Samudram	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05330	SUB-DISTRICT	Anantapur	Total	16	0	5	92,905	3,88,023	1,95,645	1,92,378	277.89	1,396
28	553	05330	SUB-DISTRICT	Anantapur	Rural	16	0	0	12,440	53,567	27,219	26,348	210.55	254
28	553	05330	SUB-DISTRICT	Anantapur	Urban	0	0	5	80,465	3,34,456	1,68,426	1,66,030	67.34	4,967
28	553	05331	SUB-DISTRICT	Raptadu	Total	11	0	0	9,377	38,057	19,558	18,499	266.50	143
28	553	05331	SUB-DISTRICT	Raptadu	Rural	11	0	0	7,796	31,900	16,416	15,484	266.50	120
28	553	05331	SUB-DISTRICT	Raptadu	Urban	0	0	0	1,581	6,157	3,142	3,015	NA	NA
28	553	05332	SUB-DISTRICT	Settur	Total	9	1	0	9,476	43,172	21,955	21,217	326.73	132
28	553	05332	SUB-DISTRICT	Settur	Rural	9	1	0	9,476	43,172	21,955	21,217	326.73	132
28	553	05332	SUB-DISTRICT	Settur	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05333	SUB-DISTRICT	Kundurpi	Total	10	0	0	11,765	53,180	27,145	26,035	294.18	181
28	553	05333	SUB-DISTRICT	Kundurpi	Rural	10	0	0	11,765	53,180	27,145	26,035	294.18	181
28	553	05333	SUB-DISTRICT	Kundurpi	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05334	SUB-DISTRICT	Kambadur	Total	12	0	0	11,668	50,799	25,972	24,827	393.85	129
28	553	05334	SUB-DISTRICT	Kambadur	Rural	12	0	0	11,668	50,799	25,972	24,827	393.85	129
28	553	05334	SUB-DISTRICT	Kambadur	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05335	SUB-DISTRICT	Kanaganapalle	Total	10	0	0	9,481	39,673	20,529	19,144	424.07	94
28	553	05335	SUB-DISTRICT	Kanaganapalle	Rural	10	0	0	9,481	39,673	20,529	19,144	424.07	94
28	553	05335	SUB-DISTRICT	Kanaganapalle	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05336	SUB-DISTRICT	Dharmavaram	Total	12	1	1	42,891	1,72,479	88,233	84,246	374.81	460
28	553	05336	SUB-DISTRICT	Dharmavaram	Rural	12	1	0	12,795	50,605	25,983	24,622	334.36	151
28	553	05336	SUB-DISTRICT	Dharmavaram	Urban	0	0	1	30,096	1,21,874	62,250	59,624	40.45	3,013
28	553	05337	SUB-DISTRICT	Bathalapalle	Total	11	0	0	10,074	39,373	20,117	19,256	230.10	171
28	553	05337	SUB-DISTRICT	Bathalapalle	Rural	11	0	0	10,074	39,373	20,117	19,256	230.10	171
28	553	05337	SUB-DISTRICT	Bathalapalle	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05338	SUB-DISTRICT	Tadimarri	Total	11	0	0	8,572	32,385	16,426	15,959	257.83	126
28	553	05338	SUB-DISTRICT	Tadimarri	Rural	11	0	0	8,572	32,385	16,426	15,959	257.83	126
28	553	05338	SUB-DISTRICT	Tadimarri	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05339	SUB-DISTRICT	Mudigubba	Total	26	1	0	15,531	60,469	30,435	30,034	553.95	109
28	553	05339	SUB-DISTRICT	Mudigubba	Rural	26	1	0	15,531	60,469	30,435	30,034	553.95	109
28	553	05339	SUB-DISTRICT	Mudigubba	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05340	SUB-DISTRICT	Talupula	Total	11	0	0	11,138	42,392	21,291	21,101	430.24	99
28	553	05340	SUB-DISTRICT	Talupula	Rural	11	0	0	11,138	42,392	21,291	21,101	430.24	99
28	553	05340	SUB-DISTRICT	Talupula	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05341	SUB-DISTRICT	Nambulipulikunta	Total	12	0	0	8,137	31,404	15,750	15,654	362.49	87
28	553	05341	SUB-DISTRICT	Nambulipulikunta	Rural	12	0	0	8,137	31,404	15,750	15,654	362.49	87
28	553	05341	SUB-DISTRICT	Nambulipulikunta	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05342	SUB-DISTRICT	Gandlapenta	Total	12	1	0	6,687	26,183	13,191	12,992	190.20	138
28	553	05342	SUB-DISTRICT	Gandlapenta	Rural	12	1	0	6,687	26,183	13,191	12,992	190.20	138
28	553	05342	SUB-DISTRICT	Gandlapenta	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05343	SUB-DISTRICT	Kadiri	Total	16	0	1	29,935	1,25,373	62,448	62,925	242.69	517
28	553	05343	SUB-DISTRICT	Kadiri	Rural	16	0	0	9,154	35,944	18,073	17,871	216.81	166
28	553	05343	SUB-DISTRICT	Kadiri	Urban	0	0	1	20,781	89,429	44,375	45,054	25.88	3,456
28	553	05344	SUB-DISTRICT	Nallamada	Total	10	0	0	10,567	41,376	20,963	20,413	272.16	152
28	553	05344	SUB-DISTRICT	Nallamada	Rural	10	0	0	10,567	41,376	20,963	20,413	272.16	152
28	553	05344	SUB-DISTRICT	Nallamada	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05345	SUB-DISTRICT	Bukkapatnam	Total	8	0	0	10,763	40,149	20,089	20,060	326.11	123
28	553	05345	SUB-DISTRICT	Bukkapatnam	Rural	8	0	0	10,763	40,149	20,089	20,060	326.11	123
28	553	05345	SUB-DISTRICT	Bukkapatnam	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05346	SUB-DISTRICT	Kothacheruvu	Total	21	2	0	10,696	39,046	19,626	19,420	243.84	160
28	553	05346	SUB-DISTRICT	Kothacheruvu	Rural	21	2	0	10,696	39,046	19,626	19,420	243.84	160
28	553	05346	SUB-DISTRICT	Kothacheruvu	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05347	SUB-DISTRICT	Chennekothapalle	Total	11	0	0	10,999	44,351	22,679	21,672	365.46	121
28	553	05347	SUB-DISTRICT	Chennekothapalle	Rural	11	0	0	10,999	44,351	22,679	21,672	365.46	121
28	553	05347	SUB-DISTRICT	Chennekothapalle	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05348	SUB-DISTRICT	Ramagiri	Total	10	0	0	8,063	34,001	17,364	16,637	338.07	101
28	553	05348	SUB-DISTRICT	Ramagiri	Rural	10	0	0	8,063	34,001	17,364	16,637	338.07	101
28	553	05348	SUB-DISTRICT	Ramagiri	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05349	SUB-DISTRICT	Roddam	Total	20	1	0	11,536	51,168	25,889	25,279	364.11	141
28	553	05349	SUB-DISTRICT	Roddam	Rural	20	1	0	11,536	51,168	25,889	25,279	364.11	141
28	553	05349	SUB-DISTRICT	Roddam	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05350	SUB-DISTRICT	Madakasira	Total	19	1	0	18,763	81,227	41,068	40,159	334.72	243
28	553	05350	SUB-DISTRICT	Madakasira	Rural	19	1	0	18,763	81,227	41,068	40,159	334.72	243
28	553	05350	SUB-DISTRICT	Madakasira	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05351	SUB-DISTRICT	Amarapuram	Total	8	1	0	12,132	55,771	27,997	27,774	217.76	256
28	553	05351	SUB-DISTRICT	Amarapuram	Rural	8	1	0	12,132	55,771	27,997	27,774	217.76	256
28	553	05351	SUB-DISTRICT	Amarapuram	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05352	SUB-DISTRICT	Gudibanda	Total	13	0	0	11,486	52,610	26,964	25,646	242.21	217
28	553	05352	SUB-DISTRICT	Gudibanda	Rural	13	0	0	11,486	52,610	26,964	25,646	242.21	217
28	553	05352	SUB-DISTRICT	Gudibanda	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05353	SUB-DISTRICT	Rolla	Total	7	0	0	8,805	39,964	20,350	19,614	162.42	246
28	553	05353	SUB-DISTRICT	Rolla	Rural	7	0	0	8,805	39,964	20,350	19,614	162.42	246
28	553	05353	SUB-DISTRICT	Rolla	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05354	SUB-DISTRICT	Agali	Total	8	1	0	7,963	36,253	18,511	17,742	123.36	294
28	553	05354	SUB-DISTRICT	Agali	Rural	8	1	0	7,963	36,253	18,511	17,742	123.36	294
28	553	05354	SUB-DISTRICT	Agali	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05355	SUB-DISTRICT	Parigi	Total	16	0	0	13,767	58,225	30,003	28,222	151.39	385
28	553	05355	SUB-DISTRICT	Parigi	Rural	16	0	0	13,767	58,225	30,003	28,222	151.39	385
28	553	05355	SUB-DISTRICT	Parigi	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05356	SUB-DISTRICT	Penukonda	Total	16	1	0	13,713	55,383	28,280	27,103	302.10	183
28	553	05356	SUB-DISTRICT	Penukonda	Rural	16	1	0	13,713	55,383	28,280	27,103	302.10	183
28	553	05356	SUB-DISTRICT	Penukonda	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05357	SUB-DISTRICT	Puttaparthi	Total	11	0	1	15,472	59,000	29,954	29,046	236.77	249
28	553	05357	SUB-DISTRICT	Puttaparthi	Rural	11	0	0	13,015	48,518	24,371	24,147	224.20	216
28	553	05357	SUB-DISTRICT	Puttaparthi	Urban	0	0	1	2,457	10,482	5,583	4,899	12.57	834
28	553	05358	SUB-DISTRICT	Obuladevaracheruvu	Total	14	0	0	12,111	48,308	24,588	23,720	273.23	177
28	553	05358	SUB-DISTRICT	Obuladevaracheruvu	Rural	14	0	0	12,111	48,308	24,588	23,720	273.23	177
28	553	05358	SUB-DISTRICT	Obuladevaracheruvu	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05359	SUB-DISTRICT	Nallacheruvu	Total	11	0	0	7,996	31,036	15,550	15,486	147.10	211
28	553	05359	SUB-DISTRICT	Nallacheruvu	Rural	11	0	0	7,996	31,036	15,550	15,486	147.10	211
28	553	05359	SUB-DISTRICT	Nallacheruvu	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05360	SUB-DISTRICT	Tanakal	Total	18	2	0	12,211	47,946	23,722	24,224	353.19	136
28	553	05360	SUB-DISTRICT	Tanakal	Rural	18	2	0	12,211	47,946	23,722	24,224	353.19	136
28	553	05360	SUB-DISTRICT	Tanakal	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05361	SUB-DISTRICT	Amadagur	Total	13	2	0	7,355	29,520	14,704	14,816	255.61	115
28	553	05361	SUB-DISTRICT	Amadagur	Rural	13	2	0	7,355	29,520	14,704	14,816	255.61	115
28	553	05361	SUB-DISTRICT	Amadagur	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05362	SUB-DISTRICT	Gorantla	Total	18	3	0	19,125	77,271	39,009	38,262	356.59	217
28	553	05362	SUB-DISTRICT	Gorantla	Rural	18	3	0	19,125	77,271	39,009	38,262	356.59	217
28	553	05362	SUB-DISTRICT	Gorantla	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05363	SUB-DISTRICT	Somandepalle	Total	19	0	1	11,670	47,591	24,340	23,251	219.88	216
28	553	05363	SUB-DISTRICT	Somandepalle	Rural	19	0	0	6,926	28,696	14,692	14,004	189.54	151
28	553	05363	SUB-DISTRICT	Somandepalle	Urban	0	0	1	4,744	18,895	9,648	9,247	30.34	623
28	553	05364	SUB-DISTRICT	Hindupur	Total	14	0	1	46,860	2,03,538	1,02,664	1,00,874	199.86	1,018
28	553	05364	SUB-DISTRICT	Hindupur	Rural	14	0	0	12,353	51,861	26,294	25,567	161.70	321
28	553	05364	SUB-DISTRICT	Hindupur	Urban	0	0	1	34,507	1,51,677	76,370	75,307	38.16	3,975
28	553	05365	SUB-DISTRICT	Lepakshi	Total	10	0	0	10,493	45,122	23,100	22,022	151.14	299
28	553	05365	SUB-DISTRICT	Lepakshi	Rural	10	0	0	10,493	45,122	23,100	22,022	151.14	299
28	553	05365	SUB-DISTRICT	Lepakshi	Urban	0	0	0	0	0	0	0	0.00	0
28	553	05366	SUB-DISTRICT	Chilamathur	Total	15	6	0	12,217	51,456	25,759	25,697	249.79	206
28	553	05366	SUB-DISTRICT	Chilamathur	Rural	15	6	0	12,217	51,456	25,759	25,697	249.79	206
28	553	05366	SUB-DISTRICT	Chilamathur	Urban	0	0	0	0	0	0	0	0.00	0
28	554	00000	DISTRICT	Chittoor	Total	1,455	38	22	10,39,953	41,74,064	20,90,204	20,83,860	15152.00	275
28	554	00000	DISTRICT	Chittoor	Rural	1,455	38	0	7,37,322	29,42,678	14,74,052	14,68,626	14833.38	198
28	554	00000	DISTRICT	Chittoor	Urban	0	0	22	3,02,631	12,31,386	6,16,152	6,15,234	318.62	3,865
28	554	05367	SUB-DISTRICT	Mulakalacheruvu	Total	15	2	0	11,537	45,556	22,600	22,956	268.45	170
28	554	05367	SUB-DISTRICT	Mulakalacheruvu	Rural	15	2	0	11,537	45,556	22,600	22,956	268.45	170
28	554	05367	SUB-DISTRICT	Mulakalacheruvu	Urban	0	0	0	0	0	0	0	0.00	0
28	554	05368	SUB-DISTRICT	Thamballapalle	Total	16	1	0	10,343	39,914	19,850	20,064	329.40	121
28	554	05368	SUB-DISTRICT	Thamballapalle	Rural	16	1	0	10,343	39,914	19,850	20,064	329.40	121
28	554	05368	SUB-DISTRICT	Thamballapalle	Urban	0	0	0	0	0	0	0	0.00	0
28	554	05369	SUB-DISTRICT	Peddamandyam	Total	9	0	0	9,121	34,502	17,278	17,224	261.08	132
28	554	05369	SUB-DISTRICT	Peddamandyam	Rural	9	0	0	9,121	34,502	17,278	17,224	261.08	132
28	554	05369	SUB-DISTRICT	Peddamandyam	Urban	0	0	0	0	0	0	0	0.00	0
28	554	05370	SUB-DISTRICT	Gurramkonda	Total	17	0	0	10,885	42,772	21,710	21,062	259.32	165
28	554	05370	SUB-DISTRICT	Gurramkonda	Rural	17	0	0	10,885	42,772	21,710	21,062	259.32	165
28	554	05370	SUB-DISTRICT	Gurramkonda	Urban	0	0	0	0	0	0	0	0.00	0
28	554	05371	SUB-DISTRICT	Kalakada	Total	16	0	0	9,125	34,326	17,182	17,144	238.47	144
28	554	05371	SUB-DISTRICT	Kalakada	Rural	16	0	0	9,125	34,326	17,182	17,144	238.47	144
28	554	05371	SUB-DISTRICT	Kalakada	Urban	0	0	0	0	0	0	0	0.00	0
28	554	05372	SUB-DISTRICT	Kambhamvaripalle	Total	20	1	0	11,081	42,351	21,524	20,827	279.87	151
28	554	05372	SUB-DISTRICT	Kambhamvaripalle	Rural	20	1	0	11,081	42,351	21,524	20,827	279.87	151
28	554	05372	SUB-DISTRICT	Kambhamvaripalle	Urban	0	0	0	0	0	0	0	0.00	0
28	554	05373	SUB-DISTRICT	Rompicherla	Total	7	0	0	7,096	26,335	13,168	13,167	138.59	190
28	554	05373	SUB-DISTRICT	Rompicherla	Rural	7	0	0	7,096	26,335	13,168	13,167	138.59	190
28	554	05373	SUB-DISTRICT	Rompicherla	Urban	0	0	0	0	0	0	0	0.00	0
28	554	05374	SUB-DISTRICT	Yerravaripalem	Total	10	0	0	7,816	28,011	14,123	13,888	310.88	90
28	554	05374	SUB-DISTRICT	Yerravaripalem	Rural	10	0	0	7,816	28,011	14,123	13,888	310.88	90
28	554	05374	SUB-DISTRICT	Yerravaripalem	Urban	0	0	0	0	0	0	0	0.00	0
28	554	05375	SUB-DISTRICT	Tirupati (Rural)	Total	25	0	4	29,369	1,17,445	59,449	57,996	84.56	1,389
28	554	05375	SUB-DISTRICT	Tirupati (Rural)	Rural	25	0	0	12,764	50,471	25,031	25,440	60.88	829
28	554	05375	SUB-DISTRICT	Tirupati (Rural)	Urban	0	0	4	16,605	66,974	34,418	32,556	23.68	2,828
28	554	05376	SUB-DISTRICT	Renigunta	Total	30	1	1	19,339	75,789	38,090	37,699	177.75	426
28	554	05376	SUB-DISTRICT	Renigunta	Rural	30	1	0	12,672	49,758	25,095	24,663	173.15	287
28	554	05376	SUB-DISTRICT	Renigunta	Urban	0	0	1	6,667	26,031	12,995	13,036	4.60	5,659
28	554	05377	SUB-DISTRICT	Yerpedu	Total	32	2	0	14,635	56,403	28,131	28,272	227.43	248
28	554	05377	SUB-DISTRICT	Yerpedu	Rural	32	2	0	14,635	56,403	28,131	28,272	227.43	248
28	554	05377	SUB-DISTRICT	Yerpedu	Urban	0	0	0	0	0	0	0	0.00	0
28	554	05378	SUB-DISTRICT	Srikalahasti	Total	61	5	1	34,860	1,37,637	67,817	69,820	361.74	380
28	554	05378	SUB-DISTRICT	Srikalahasti	Rural	61	5	0	15,241	57,581	28,822	28,759	348.82	165
28	554	05378	SUB-DISTRICT	Srikalahasti	Urban	0	0	1	19,619	80,056	38,995	41,061	12.92	6,196
28	554	05379	SUB-DISTRICT	Thottambedu	Total	40	1	0	11,614	43,044	21,398	21,646	204.69	210
28	554	05379	SUB-DISTRICT	Thottambedu	Rural	40	1	0	11,614	43,044	21,398	21,646	204.69	210
28	554	05379	SUB-DISTRICT	Thottambedu	Urban	0	0	0	0	0	0	0	0.00	0
28	554	05380	SUB-DISTRICT	Buchinaidu Kandriga	Total	24	0	0	9,175	34,261	17,097	17,164	158.28	216
28	554	05380	SUB-DISTRICT	Buchinaidu Kandriga	Rural	24	0	0	9,175	34,261	17,097	17,164	158.28	216
28	554	05380	SUB-DISTRICT	Buchinaidu Kandriga	Urban	0	0	0	0	0	0	0	0.00	0
28	554	05381	SUB-DISTRICT	Varadaiahpalem	Total	29	1	0	12,005	45,068	22,628	22,440	212.62	212
28	554	05381	SUB-DISTRICT	Varadaiahpalem	Rural	29	1	0	12,005	45,068	22,628	22,440	212.62	212
28	554	05381	SUB-DISTRICT	Varadaiahpalem	Urban	0	0	0	0	0	0	0	0.00	0
28	554	05382	SUB-DISTRICT	K.V.B.Puram	Total	38	1	0	10,875	42,111	20,965	21,146	493.49	85
28	554	05382	SUB-DISTRICT	K.V.B.Puram	Rural	38	1	0	10,875	42,111	20,965	21,146	493.49	85
28	554	05382	SUB-DISTRICT	K.V.B.Puram	Urban	0	0	0	0	0	0	0	0.00	0
28	554	05383	SUB-DISTRICT	Tirupati (Urban)	Total	2	0	5	1,00,000	4,07,232	2,04,278	2,02,954	405.70	1,004
28	554	05383	SUB-DISTRICT	Tirupati (Urban)	Rural	2	0	0	1,051	4,565	2,367	2,198	331.49	14
28	554	05383	SUB-DISTRICT	Tirupati (Urban)	Urban	0	0	5	98,949	4,02,667	2,01,911	2,00,756	74.21	5,426
28	554	05384	SUB-DISTRICT	Chandragiri	Total	23	0	0	14,904	57,286	28,334	28,952	328.39	174
28	554	05384	SUB-DISTRICT	Chandragiri	Rural	23	0	0	14,904	57,286	28,334	28,952	328.39	174
28	554	05384	SUB-DISTRICT	Chandragiri	Urban	0	0	0	0	0	0	0	0.00	0
28	554	05385	SUB-DISTRICT	Chinnagottigallu	Total	10	0	0	7,439	26,150	13,021	13,129	174.49	150
28	554	05385	SUB-DISTRICT	Chinnagottigallu	Rural	10	0	0	7,439	26,150	13,021	13,129	174.49	150
28	554	05385	SUB-DISTRICT	Chinnagottigallu	Urban	0	0	0	0	0	0	0	0.00	0
28	554	05386	SUB-DISTRICT	Pileru	Total	14	0	1	18,958	73,016	36,281	36,735	299.56	244
