State  Code	District Code	Sub District Code	India/ State/ Union Territory/ District/ Sub-district	Name	"Total/Rural/Urban"	Number of villages Inhabited	Uninhabited	Number of towns	Number of households	Population Persons	Males	Females	"Area(In sq. km)"	Population per sq. km.
22	410	03327	SUB-DISTRICT	Palari	Rural	132	0	0	38,707	1,93,612	96,589	97,023	579.03	334
22	410	03327	SUB-DISTRICT	Palari	Urban	0	0	1	1,713	8,567	4,236	4,331	14.29	600
22	410	03328	SUB-DISTRICT	Kasdol	Total	212	4	2	47,636	2,17,688	1,08,198	1,09,490	1665.15	131
22	410	03328	SUB-DISTRICT	Kasdol	Rural	212	4	0	43,103	1,95,406	97,154	98,252	1636.21	119
22	410	03328	SUB-DISTRICT	Kasdol	Urban	0	0	2	4,533	22,282	11,044	11,238	28.94	770
22	410	03329	SUB-DISTRICT	Bilaigarh	Total	219	3	2	51,195	2,26,432	1,12,740	1,13,692	700.36	323
22	410	03329	SUB-DISTRICT	Bilaigarh	Rural	219	3	0	47,816	2,10,517	1,04,827	1,05,690	681.44	309
22	410	03329	SUB-DISTRICT	Bilaigarh	Urban	0	0	2	3,379	15,915	7,913	8,002	18.92	841
22	410	03330	SUB-DISTRICT	Arang	Total	164	1	2	65,354	3,14,489	1,58,515	1,55,974	902.56	348
22	410	03330	SUB-DISTRICT	Arang	Rural	164	1	0	58,841	2,82,591	1,42,281	1,40,310	865.66	326
22	410	03330	SUB-DISTRICT	Arang	Urban	0	0	2	6,513	31,898	16,234	15,664	36.90	864
22	410	03331	SUB-DISTRICT	Abhanpur	Total	105	0	2	49,182	2,42,089	1,21,042	1,21,047	600.44	403
22	410	03331	SUB-DISTRICT	Abhanpur	Rural	105	0	0	39,945	1,98,342	99,153	99,189	574.36	345
22	410	03331	SUB-DISTRICT	Abhanpur	Urban	0	0	2	9,237	43,747	21,889	21,858	26.08	1,677
22	410	03332	SUB-DISTRICT	Raipur	Total	88	1	5	2,88,775	13,66,141	7,01,837	6,64,304	653.13	2,092
22	410	03332	SUB-DISTRICT	Raipur	Rural	88	1	0	41,654	2,11,052	1,06,972	1,04,080	426.73	495
22	410	03332	SUB-DISTRICT	Raipur	Urban	0	0	5	2,47,121	11,55,089	5,94,865	5,60,224	226.40	5,102
22	410	03333	SUB-DISTRICT	Rajim	Total	98	0	2	36,982	1,67,654	83,627	84,027	497.14	337
22	410	03333	SUB-DISTRICT	Rajim	Rural	98	0	0	31,759	1,43,812	71,810	72,002	471.64	305
22	410	03333	SUB-DISTRICT	Rajim	Urban	0	0	2	5,223	23,842	11,817	12,025	25.50	935
22	410	03334	SUB-DISTRICT	Tilda	Total	131	1	2	49,233	2,38,157	1,19,467	1,18,690	740.23	322
22	410	03334	SUB-DISTRICT	Tilda	Rural	131	1	0	39,814	1,92,239	96,391	95,848	690.52	278
22	410	03334	SUB-DISTRICT	Tilda	Urban	0	0	2	9,419	45,918	23,076	22,842	49.71	924
22	410	03335	SUB-DISTRICT	Bindranavagarh(Gariyaband)	Total	151	19	1	23,338	95,073	46,790	48,283	1330.78	71
22	410	03335	SUB-DISTRICT	Bindranavagarh(Gariyaband)	Rural	151	19	0	20,890	84,556	41,557	42,999	1324.90	64
22	410	03335	SUB-DISTRICT	Bindranavagarh(Gariyaband)	Urban	0	0	1	2,448	10,517	5,233	5,284	5.88	1,789
22	410	03336	SUB-DISTRICT	Chhura	Total	158	9	1	27,704	1,16,330	57,275	59,055	1035.13	112
22	410	03336	SUB-DISTRICT	Chhura	Rural	158	9	0	26,241	1,10,235	54,268	55,967	1030.13	107
22	410	03336	SUB-DISTRICT	Chhura	Urban	0	0	1	1,463	6,095	3,007	3,088	5.00	1,219
22	410	03337	SUB-DISTRICT	Mainpur	Total	168	9	0	32,754	1,24,384	61,624	62,760	1515.56	82
22	410	03337	SUB-DISTRICT	Mainpur	Rural	168	9	0	32,754	1,24,384	61,624	62,760	1515.56	82
22	410	03337	SUB-DISTRICT	Mainpur	Urban	0	0	0	0	0	0	0	0.00	0
22	410	03338	SUB-DISTRICT	Deobhog	Total	93	1	0	26,768	94,212	46,535	47,677	455.80	207
22	410	03338	SUB-DISTRICT	Deobhog	Rural	93	1	0	26,768	94,212	46,535	47,677	455.80	207
22	410	03338	SUB-DISTRICT	Deobhog	Urban	0	0	0	0	0	0	0	0.00	0
22	411	00000	DISTRICT	Mahasamund	Total	1,112	33	6	2,48,561	10,32,754	5,11,967	5,20,787	4790.00	216
22	411	00000	DISTRICT	Mahasamund	Rural	1,112	33	0	2,21,535	9,12,602	4,51,691	4,60,911	4730.68	193
22	411	00000	DISTRICT	Mahasamund	Urban	0	0	6	27,026	1,20,152	60,276	59,876	59.32	2,025
22	411	03339	SUB-DISTRICT	Basna	Total	215	10	1	42,805	1,75,617	86,852	88,765	684.50	257
22	411	03339	SUB-DISTRICT	Basna	Rural	215	10	0	40,487	1,65,272	81,706	83,566	680.56	243
22	411	03339	SUB-DISTRICT	Basna	Urban	0	0	1	2,318	10,345	5,146	5,199	3.94	2,626
22	411	03340	SUB-DISTRICT	Saraipali	Total	235	2	1	49,604	1,94,997	97,189	97,808	993.51	196
22	411	03340	SUB-DISTRICT	Saraipali	Rural	235	2	0	45,025	1,74,954	86,977	87,977	980.86	178
22	411	03340	SUB-DISTRICT	Saraipali	Urban	0	0	1	4,579	20,043	10,212	9,831	12.65	1,584
22	411	03341	SUB-DISTRICT	Mahasamund	Total	189	4	2	59,502	2,64,115	1,31,779	1,32,336	1014.66	260
22	411	03341	SUB-DISTRICT	Mahasamund	Rural	189	4	0	45,663	2,02,308	1,00,912	1,01,396	991.02	204
22	411	03341	SUB-DISTRICT	Mahasamund	Urban	0	0	2	13,839	61,807	30,867	30,940	23.64	2,615
22	411	03342	SUB-DISTRICT	Pithora	Total	238	10	1	50,251	2,04,666	1,00,746	1,03,920	974.36	210
22	411	03342	SUB-DISTRICT	Pithora	Rural	238	10	0	48,287	1,96,238	96,492	99,746	970.82	202
22	411	03342	SUB-DISTRICT	Pithora	Urban	0	0	1	1,964	8,428	4,254	4,174	3.54	2,381
22	411	03343	SUB-DISTRICT	Bagbahra	Total	235	7	1	46,399	1,93,359	95,401	97,958	1122.97	172
22	411	03343	SUB-DISTRICT	Bagbahra	Rural	235	7	0	42,073	1,73,830	85,604	88,226	1107.42	157
22	411	03343	SUB-DISTRICT	Bagbahra	Urban	0	0	1	4,326	19,529	9,797	9,732	15.55	1,256
22	412	00000	DISTRICT	Dhamtari 	Total	619	30	6	1,70,951	7,99,781	3,97,897	4,01,884	4084.00	196
22	412	00000	DISTRICT	Dhamtari 	Rural	619	30	0	1,38,455	6,50,586	3,23,420	3,27,166	3985.51	163
22	412	00000	DISTRICT	Dhamtari 	Urban	0	0	6	32,496	1,49,195	74,477	74,718	98.49	1,515
22	412	03344	SUB-DISTRICT	Kurud	Total	132	0	2	43,667	2,19,013	1,09,458	1,09,555	588.45	372
22	412	03344	SUB-DISTRICT	Kurud	Rural	132	0	0	39,138	1,97,683	98,759	98,924	559.55	353
22	412	03344	SUB-DISTRICT	Kurud	Urban	0	0	2	4,529	21,330	10,699	10,631	28.90	738
22	412	03345	SUB-DISTRICT	Magarlod	Total	113	1	1	26,318	1,21,430	60,431	60,999	743.94	163
22	412	03345	SUB-DISTRICT	Magarlod	Rural	113	1	0	24,884	1,15,150	57,387	57,763	732.28	157
22	412	03345	SUB-DISTRICT	Magarlod	Urban	0	0	1	1,434	6,280	3,044	3,236	11.66	539
22	412	03346	SUB-DISTRICT	Dhamtari	Total	139	15	2	59,622	2,79,833	1,39,451	1,40,382	681.44	411
22	412	03346	SUB-DISTRICT	Dhamtari	Rural	139	15	0	36,182	1,71,556	85,366	86,190	633.74	271
22	412	03346	SUB-DISTRICT	Dhamtari	Urban	0	0	2	23,440	1,08,277	54,085	54,192	47.70	2,270
22	412	03347	SUB-DISTRICT	Nagri	Total	235	14	1	41,344	1,79,505	88,557	90,948	2070.17	87
22	412	03347	SUB-DISTRICT	Nagri	Rural	235	14	0	38,251	1,66,197	81,908	84,289	2059.94	81
22	412	03347	SUB-DISTRICT	Nagri	Urban	0	0	1	3,093	13,308	6,649	6,659	10.23	1,301
22	413	00000	DISTRICT	Uttar Bastar Kanker	Total	1,063	7	6	1,60,937	7,48,941	3,73,338	3,75,603	7161.00	105
22	413	00000	DISTRICT	Uttar Bastar Kanker	Rural	1,063	7	0	1,43,139	6,72,180	3,35,149	3,37,031	7097.73	95
22	413	00000	DISTRICT	Uttar Bastar Kanker	Urban	0	0	6	17,798	76,761	38,189	38,572	63.27	1,213
22	413	03348	SUB-DISTRICT	Charama	Total	97	0	1	25,261	1,06,462	52,163	54,299	520.99	204
22	413	03348	SUB-DISTRICT	Charama	Rural	97	0	0	22,975	96,755	47,431	49,324	517.19	187
22	413	03348	SUB-DISTRICT	Charama	Urban	0	0	1	2,286	9,707	4,732	4,975	3.80	2,554
22	413	03349	SUB-DISTRICT	Bhanupratappur	Total	110	0	1	20,396	94,937	46,855	48,082	696.90	136
22	413	03349	SUB-DISTRICT	Bhanupratappur	Rural	110	0	0	18,481	86,812	42,817	43,995	695.58	125
22	413	03349	SUB-DISTRICT	Bhanupratappur	Urban	0	0	1	1,915	8,125	4,038	4,087	1.32	6,155
22	413	03350	SUB-DISTRICT	Durgkondal	Total	150	0	0	12,888	64,293	32,211	32,082	899.74	71
22	413	03350	SUB-DISTRICT	Durgkondal	Rural	150	0	0	12,888	64,293	32,211	32,082	899.74	71
22	413	03350	SUB-DISTRICT	Durgkondal	Urban	0	0	0	0	0	0	0	0.00	0
22	413	03351	SUB-DISTRICT	Kanker	Total	100	0	1	27,850	1,23,650	61,180	62,470	633.36	195
22	413	03351	SUB-DISTRICT	Kanker	Rural	100	0	0	19,126	86,208	42,759	43,449	609.43	141
22	413	03351	SUB-DISTRICT	Kanker	Urban	0	0	1	8,724	37,442	18,421	19,021	23.93	1,565
22	413	03352	SUB-DISTRICT	Narharpur	Total	118	0	1	24,688	1,10,424	53,931	56,493	896.81	123
22	413	03352	SUB-DISTRICT	Narharpur	Rural	118	0	0	23,648	1,05,915	51,711	54,204	882.56	120
22	413	03352	SUB-DISTRICT	Narharpur	Urban	0	0	1	1,040	4,509	2,220	2,289	14.25	316
22	413	03353	SUB-DISTRICT	Antagarh	Total	189	5	1	15,702	78,175	39,040	39,135	1603.34	49
22	413	03353	SUB-DISTRICT	Antagarh	Rural	189	5	0	14,201	71,398	35,632	35,766	1593.89	45
22	413	03353	SUB-DISTRICT	Antagarh	Urban	0	0	1	1,501	6,777	3,408	3,369	9.45	717
22	413	03354	SUB-DISTRICT	Pakhanjur	Total	299	2	1	34,152	1,71,000	87,958	83,042	1909.85	90
22	413	03354	SUB-DISTRICT	Pakhanjur	Rural	299	2	0	31,820	1,60,799	82,588	78,211	1899.33	85
22	413	03354	SUB-DISTRICT	Pakhanjur	Urban	0	0	1	2,332	10,201	5,370	4,831	10.52	970
22	414	00000	DISTRICT	Bastar	Total	1,128	22	6	3,11,538	14,13,199	6,98,487	7,14,712	10470.00	135
22	414	00000	DISTRICT	Bastar	Rural	1,128	22	0	2,68,258	12,19,705	6,00,652	6,19,053	10296.29	118
22	414	00000	DISTRICT	Bastar	Urban	0	0	6	43,280	1,93,494	97,835	95,659	173.71	1,114
22	414	03355	SUB-DISTRICT	Keskal	Total	101	0	1	19,640	93,003	45,822	47,181	868.89	107
22	414	03355	SUB-DISTRICT	Keskal	Rural	101	0	0	17,299	81,888	40,157	41,731	849.18	96
22	414	03355	SUB-DISTRICT	Keskal	Urban	0	0	1	2,341	11,115	5,665	5,450	19.71	564
22	414	03356	SUB-DISTRICT	Bade Rajpur	Total	55	0	1	18,116	85,560	42,038	43,522	559.55	153
22	414	03356	SUB-DISTRICT	Bade Rajpur	Rural	55	0	0	16,073	75,919	37,370	38,549	526.87	144
22	414	03356	SUB-DISTRICT	Bade Rajpur	Urban	0	0	1	2,043	9,641	4,668	4,973	32.68	295
22	414	03357	SUB-DISTRICT	Kondagaon	Total	182	0	1	42,783	2,01,795	99,039	1,02,756	1839.32	110
22	414	03357	SUB-DISTRICT	Kondagaon	Rural	182	0	0	35,769	1,70,874	83,693	87,181	1831.93	93
22	414	03357	SUB-DISTRICT	Kondagaon	Urban	0	0	1	7,014	30,921	15,346	15,575	7.39	4,184
22	414	03358	SUB-DISTRICT	Makdi	Total	96	4	0	20,349	99,714	49,189	50,525	955.97	104
22	414	03358	SUB-DISTRICT	Makdi	Rural	96	4	0	20,349	99,714	49,189	50,525	955.97	104
22	414	03358	SUB-DISTRICT	Makdi	Urban	0	0	0	0	0	0	0	0.00	0
22	414	03359	SUB-DISTRICT	Farasgaon	Total	103	0	1	20,692	98,752	48,693	50,059	872.88	113
22	414	03359	SUB-DISTRICT	Farasgaon	Rural	103	0	0	19,214	92,446	45,392	47,054	846.28	109
22	414	03359	SUB-DISTRICT	Farasgaon	Urban	0	0	1	1,478	6,306	3,301	3,005	26.60	237
22	414	03360	SUB-DISTRICT	Jagdalpur	Total	108	8	1	55,378	2,39,808	1,20,903	1,18,905	719.55	333
22	414	03360	SUB-DISTRICT	Jagdalpur	Rural	108	8	0	27,194	1,14,345	56,914	57,431	669.06	171
22	414	03360	SUB-DISTRICT	Jagdalpur	Urban	0	0	1	28,184	1,25,463	63,989	61,474	50.49	2,485
22	414	03361	SUB-DISTRICT	Lohandiguda	Total	82	5	0	17,303	75,842	37,209	38,633	595.64	127
22	414	03361	SUB-DISTRICT	Lohandiguda	Rural	82	5	0	17,303	75,842	37,209	38,633	595.64	127
22	414	03361	SUB-DISTRICT	Lohandiguda	Urban	0	0	0	0	0	0	0	0.00	0
22	414	03362	SUB-DISTRICT	Bastanar	Total	42	0	0	10,259	48,040	23,107	24,933	320.29	150
22	414	03362	SUB-DISTRICT	Bastanar	Rural	42	0	0	10,259	48,040	23,107	24,933	320.29	150
22	414	03362	SUB-DISTRICT	Bastanar	Urban	0	0	0	0	0	0	0	0.00	0
22	414	03363	SUB-DISTRICT	Bastar	Total	110	1	1	36,432	1,63,997	81,321	82,676	1224.50	134
22	414	03363	SUB-DISTRICT	Bastar	Rural	110	1	0	34,212	1,53,949	76,455	77,494	1187.66	130
22	414	03363	SUB-DISTRICT	Bastar	Urban	0	0	1	2,220	10,048	4,866	5,182	36.84	273
22	414	03364	SUB-DISTRICT	Bakavand	Total	111	3	0	34,621	1,49,823	74,622	75,201	1179.98	127
22	414	03364	SUB-DISTRICT	Bakavand	Rural	111	3	0	34,621	1,49,823	74,622	75,201	1179.98	127
22	414	03364	SUB-DISTRICT	Bakavand	Urban	0	0	0	0	0	0	0	0.00	0
22	414	03365	SUB-DISTRICT	Tokapal	Total	70	0	0	18,206	77,505	37,573	39,932	354.44	219
22	414	03365	SUB-DISTRICT	Tokapal	Rural	70	0	0	18,206	77,505	37,573	39,932	354.44	219
22	414	03365	SUB-DISTRICT	Tokapal	Urban	0	0	0	0	0	0	0	0.00	0
22	414	03366	SUB-DISTRICT	Darbha	Total	68	1	0	17,759	79,360	38,971	40,389	978.98	81
22	414	03366	SUB-DISTRICT	Darbha	Rural	68	1	0	17,759	79,360	38,971	40,389	978.98	81
22	414	03366	SUB-DISTRICT	Darbha	Urban	0	0	0	0	0	0	0	0.00	0
22	415	00000	DISTRICT	Narayanpur	Total	375	37	1	27,982	1,39,820	70,104	69,716	4653.00	30
22	415	00000	DISTRICT	Narayanpur	Rural	375	37	0	23,068	1,17,714	58,653	59,061	4632.60	25
22	415	00000	DISTRICT	Narayanpur	Urban	0	0	1	4,914	22,106	11,451	10,655	20.40	1,084
22	415	03367	SUB-DISTRICT	Narayanpur	Total	175	0	1	21,156	1,04,870	52,557	52,313	1243.10	84
22	415	03367	SUB-DISTRICT	Narayanpur	Rural	175	0	0	16,242	82,764	41,106	41,658	1222.70	68
22	415	03367	SUB-DISTRICT	Narayanpur	Urban	0	0	1	4,914	22,106	11,451	10,655	20.40	1,084
22	415	03368	SUB-DISTRICT	Orchha	Total	200	37	0	6,826	34,950	17,547	17,403	3409.90	10
22	415	03368	SUB-DISTRICT	Orchha	Rural	200	37	0	6,826	34,950	17,547	17,403	3409.90	10
22	415	03368	SUB-DISTRICT	Orchha	Urban	0	0	0	0	0	0	0	0.00	0
22	416	00000	DISTRICT	Dakshin Bastar Dantewada	Total	590	18	8	1,20,850	5,33,638	2,64,142	2,69,496	8298.00	64
22	416	00000	DISTRICT	Dakshin Bastar Dantewada	Rural	590	18	0	98,275	4,37,405	2,13,930	2,23,475	8154.90	54
22	416	00000	DISTRICT	Dakshin Bastar Dantewada	Urban	0	0	8	22,575	96,233	50,212	46,021	143.10	672
22	416	03369	SUB-DISTRICT	Dantewada	Total	56	3	2	22,233	94,351	47,024	47,327	822.20	115
22	416	03369	SUB-DISTRICT	Dantewada	Rural	56	3	0	13,678	59,283	28,640	30,643	770.98	77
22	416	03369	SUB-DISTRICT	Dantewada	Urban	0	0	2	8,555	35,068	18,384	16,684	51.22	685
22	416	03370	SUB-DISTRICT	Gidam	Total	67	0	2	18,174	80,552	40,187	40,365	856.93	94
22	416	03370	SUB-DISTRICT	Gidam	Rural	67	0	0	14,971	66,476	33,246	33,230	820.44	81
22	416	03370	SUB-DISTRICT	Gidam	Urban	0	0	2	3,203	14,076	6,941	7,135	36.49	386
22	416	03371	SUB-DISTRICT	Katekalyan	Total	43	0	0	9,415	43,335	20,737	22,598	510.85	85
22	416	03371	SUB-DISTRICT	Katekalyan	Rural	43	0	0	9,415	43,335	20,737	22,598	510.85	85
22	416	03371	SUB-DISTRICT	Katekalyan	Urban	0	0	0	0	0	0	0	0.00	0
22	416	03372	SUB-DISTRICT	Kuakonda	Total	53	1	1	15,354	65,241	32,146	33,095	655.40	100
22	416	03372	SUB-DISTRICT	Kuakonda	Rural	53	1	0	10,716	46,354	22,370	23,984	644.82	72
22	416	03372	SUB-DISTRICT	Kuakonda	Urban	0	0	1	4,638	18,887	9,776	9,111	10.58	1,785
22	416	03373	SUB-DISTRICT	Konta	Total	241	14	2	23,714	1,05,596	53,551	52,045	3576.06	30
22	416	03373	SUB-DISTRICT	Konta	Rural	241	14	0	20,639	91,320	45,593	45,727	3562.23	26
22	416	03373	SUB-DISTRICT	Konta	Urban	0	0	2	3,075	14,276	7,958	6,318	13.83	1,032
22	416	03374	SUB-DISTRICT	Chhindgarh	Total	78	0	0	17,577	79,672	38,599	41,073	979.64	81
22	416	03374	SUB-DISTRICT	Chhindgarh	Rural	78	0	0	17,577	79,672	38,599	41,073	979.64	81
22	416	03374	SUB-DISTRICT	Chhindgarh	Urban	0	0	0	0	0	0	0	0.00	0
22	416	03375	SUB-DISTRICT	Sukma	Total	52	0	1	14,383	64,891	31,898	32,993	896.92	72
22	416	03375	SUB-DISTRICT	Sukma	Rural	52	0	0	11,279	50,965	24,745	26,220	865.94	59
22	416	03375	SUB-DISTRICT	Sukma	Urban	0	0	1	3,104	13,926	7,153	6,773	30.98	450
22	417	00000	DISTRICT	Bijapur	Total	565	129	3	54,757	2,55,230	1,28,663	1,26,567	8530.00	30
22	417	00000	DISTRICT	Bijapur	Rural	565	129	0	48,289	2,25,630	1,13,344	1,12,286	8448.71	27
22	417	00000	DISTRICT	Bijapur	Urban	0	0	3	6,468	29,600	15,319	14,281	81.29	364
22	417	03376	SUB-DISTRICT	Bhopalpattnam	Total	130	53	1	11,125	49,390	24,719	24,671	1982.19	25
22	417	03376	SUB-DISTRICT	Bhopalpattnam	Rural	130	53	0	10,184	44,945	22,581	22,364	1969.02	23
22	417	03376	SUB-DISTRICT	Bhopalpattnam	Urban	0	0	1	941	4,445	2,138	2,307	13.17	338
22	417	03377	SUB-DISTRICT	Usur	Total	122	10	0	11,972	55,686	28,161	27,525	2304.97	24
22	417	03377	SUB-DISTRICT	Usur	Rural	122	10	0	11,972	55,686	28,161	27,525	2304.97	24
22	417	03377	SUB-DISTRICT	Usur	Urban	0	0	0	0	0	0	0	0.00	0
22	417	03378	SUB-DISTRICT	Bijapur	Total	95	2	1	14,454	66,448	33,956	32,492	1544.56	43
22	417	03378	SUB-DISTRICT	Bijapur	Rural	95	2	0	10,933	50,319	25,170	25,149	1512.40	33
22	417	03378	SUB-DISTRICT	Bijapur	Urban	0	0	1	3,521	16,129	8,786	7,343	32.16	502
22	417	03379	SUB-DISTRICT	Bhairamgarh	Total	218	64	1	17,206	83,706	41,827	41,879	2698.27	31
22	417	03379	SUB-DISTRICT	Bhairamgarh	Rural	218	64	0	15,200	74,680	37,432	37,248	2662.31	28
22	417	03379	SUB-DISTRICT	Bhairamgarh	Urban	0	0	1	2,006	9,026	4,395	4,631	35.96	251
23	000	00000	STATE	MADHYA PRADESH	Total	51,929	2,974	476	1,50,93,256	7,26,26,809	3,76,12,306	3,50,14,503	308252.00	236
23	000	00000	STATE	MADHYA PRADESH	Rural	51,929	2,974	0	1,10,80,278	5,25,57,404	2,71,49,388	2,54,08,016	300505.59	175
23	000	00000	STATE	MADHYA PRADESH	Urban	0	0	476	40,12,978	2,00,69,405	1,04,62,918	96,06,487	7746.41	2,591
23	418	00000	DISTRICT	Sheopur 	Total	516	66	3	1,46,043	6,87,861	3,61,784	3,26,077	6606.00	104
23	418	00000	DISTRICT	Sheopur 	Rural	516	66	0	1,25,522	5,80,509	3,05,360	2,75,149	6565.52	88
23	418	00000	DISTRICT	Sheopur 	Urban	0	0	3	20,521	1,07,352	56,424	50,928	40.48	2,652
23	418	03380	SUB-DISTRICT	Vijaypur	Total	94	12	1	32,441	1,44,537	78,088	66,449	1828.75	79
23	418	03380	SUB-DISTRICT	Vijaypur	Rural	94	12	0	29,225	1,27,573	68,933	58,640	1826.58	70
23	418	03380	SUB-DISTRICT	Vijaypur	Urban	0	0	1	3,216	16,964	9,155	7,809	2.17	7,818
23	418	03381	SUB-DISTRICT	Beerpur	Total	68	23	0	19,413	87,468	46,420	41,048	1019.43	86
23	418	03381	SUB-DISTRICT	Beerpur	Rural	68	23	0	19,413	87,468	46,420	41,048	1019.43	86
23	418	03381	SUB-DISTRICT	Beerpur	Urban	0	0	0	0	0	0	0	0.00	0
23	418	03382	SUB-DISTRICT	Sheopur	Total	165	8	1	51,025	2,45,981	1,28,191	1,17,790	1184.28	208
23	418	03382	SUB-DISTRICT	Sheopur	Rural	165	8	0	37,301	1,74,030	90,589	83,441	1177.99	148
23	418	03382	SUB-DISTRICT	Sheopur	Urban	0	0	1	13,724	71,951	37,602	34,349	6.29	11,439
23	418	03383	SUB-DISTRICT	Badoda	Total	91	4	1	20,887	1,01,614	52,837	48,777	367.30	277
23	418	03383	SUB-DISTRICT	Badoda	Rural	91	4	0	17,306	83,177	43,170	40,007	335.28	248
23	418	03383	SUB-DISTRICT	Badoda	Urban	0	0	1	3,581	18,437	9,667	8,770	32.02	576
23	418	03384	SUB-DISTRICT	Karahal	Total	98	19	0	22,277	1,08,261	56,248	52,013	2206.25	49
23	418	03384	SUB-DISTRICT	Karahal	Rural	98	19	0	22,277	1,08,261	56,248	52,013	2206.25	49
23	418	03384	SUB-DISTRICT	Karahal	Urban	0	0	0	0	0	0	0	0.00	0
23	419	00000	DISTRICT	Morena	Total	775	40	9	3,62,646	19,65,970	10,68,417	8,97,553	4989.00	394
23	419	00000	DISTRICT	Morena	Rural	775	40	0	2,84,541	14,95,508	8,15,218	6,80,290	4920.25	304
23	419	00000	DISTRICT	Morena	Urban	0	0	9	78,105	4,70,462	2,53,199	2,17,263	68.75	6,843
23	419	03385	SUB-DISTRICT	Ambah	Total	73	2	1	48,187	2,58,689	1,39,375	1,19,314	536.59	482
23	419	03385	SUB-DISTRICT	Ambah	Rural	73	2	0	40,504	2,11,512	1,14,282	97,230	532.74	397
23	419	03385	SUB-DISTRICT	Ambah	Urban	0	0	1	7,683	47,177	25,093	22,084	3.85	12,254
23	419	03386	SUB-DISTRICT	Porsa	Total	71	4	1	40,835	2,31,154	1,24,154	1,07,000	525.03	440
23	419	03386	SUB-DISTRICT	Porsa	Rural	71	4	0	34,043	1,91,485	1,03,203	88,282	512.86	373
23	419	03386	SUB-DISTRICT	Porsa	Urban	0	0	1	6,792	39,669	20,951	18,718	12.17	3,260
23	419	03387	SUB-DISTRICT	Morena	Total	176	3	3	1,06,621	6,25,004	3,42,732	2,82,272	1070.63	584
23	419	03387	SUB-DISTRICT	Morena	Rural	176	3	0	62,717	3,59,597	1,99,098	1,60,499	1044.78	344
23	419	03387	SUB-DISTRICT	Morena	Urban	0	0	3	43,904	2,65,407	1,43,634	1,21,773	25.85	10,267
23	419	03388	SUB-DISTRICT	Joura	Total	231	16	1	84,648	4,40,264	2,40,417	1,99,847	1579.45	279
23	419	03388	SUB-DISTRICT	Joura	Rural	231	16	0	77,932	3,98,111	2,17,734	1,80,377	1575.45	253
23	419	03388	SUB-DISTRICT	Joura	Urban	0	0	1	6,716	42,153	22,683	19,470	4.00	10,538
23	419	03389	SUB-DISTRICT	Kailaras	Total	105	0	1	36,738	1,91,665	1,03,667	87,998	506.83	378
23	419	03389	SUB-DISTRICT	Kailaras	Rural	105	0	0	32,344	1,65,745	89,731	76,014	505.11	328
23	419	03389	SUB-DISTRICT	Kailaras	Urban	0	0	1	4,394	25,920	13,936	11,984	1.72	15,070
23	419	03390	SUB-DISTRICT	Sabalgarh	Total	119	15	2	45,617	2,19,194	1,18,072	1,01,122	770.47	284
23	419	03390	SUB-DISTRICT	Sabalgarh	Rural	119	15	0	37,001	1,69,058	91,170	77,888	749.31	226
23	419	03390	SUB-DISTRICT	Sabalgarh	Urban	0	0	2	8,616	50,136	26,902	23,234	21.16	2,369
23	420	00000	DISTRICT	Bhind	Total	890	47	12	2,99,233	17,03,005	9,26,843	7,76,162	4459.00	382
23	420	00000	DISTRICT	Bhind	Rural	890	47	0	2,26,671	12,70,083	6,94,756	5,75,327	4231.96	300
23	420	00000	DISTRICT	Bhind	Urban	0	0	12	72,562	4,32,922	2,32,087	2,00,835	227.04	1,907
23	420	03391	SUB-DISTRICT	Ater	Total	100	6	0	24,368	1,39,378	75,380	63,998	447.07	312
23	420	03391	SUB-DISTRICT	Ater	Rural	100	6	0	24,368	1,39,378	75,380	63,998	447.07	312
23	420	03391	SUB-DISTRICT	Ater	Urban	0	0	0	0	0	0	0	0.00	0
23	420	03392	SUB-DISTRICT	Bhind	Total	171	8	3	90,501	5,38,189	2,90,850	2,47,339	1189.02	453
23	420	03392	SUB-DISTRICT	Bhind	Rural	171	8	0	53,200	3,15,413	1,71,842	1,43,571	1127.54	280
23	420	03392	SUB-DISTRICT	Bhind	Urban	0	0	3	37,301	2,22,776	1,19,008	1,03,768	61.48	3,624
23	420	03393	SUB-DISTRICT	Mehgaon	Total	142	2	1	35,510	1,98,343	1,08,990	89,353	570.67	348
23	420	03393	SUB-DISTRICT	Mehgaon	Rural	142	2	0	31,902	1,77,008	97,528	79,480	566.67	312
23	420	03393	SUB-DISTRICT	Mehgaon	Urban	0	0	1	3,608	21,335	11,462	9,873	4.00	5,334
23	420	03394	SUB-DISTRICT	Gormi	Total	60	2	1	21,914	1,28,774	70,300	58,474	401.58	321
23	420	03394	SUB-DISTRICT	Gormi	Rural	60	2	0	18,824	1,07,933	59,245	48,688	384.58	281
23	420	03394	SUB-DISTRICT	Gormi	Urban	0	0	1	3,090	20,841	11,055	9,786	17.00	1,226
23	420	03395	SUB-DISTRICT	Gohad	Total	195	7	3	57,702	3,16,826	1,74,135	1,42,691	1029.97	308
23	420	03395	SUB-DISTRICT	Gohad	Rural	195	7	0	43,079	2,30,248	1,26,948	1,03,300	948.37	243
23	420	03395	SUB-DISTRICT	Gohad	Urban	0	0	3	14,623	86,578	47,187	39,391	81.60	1,061
23	420	03396	SUB-DISTRICT	Ron	Total	45	3	0	13,755	78,005	42,390	35,615	253.01	308
